OBJECTID,ID,SCODE2014,SNAME2014,Subcounty_2014,Urban_Status_2014,Municipality_Name,CONST_CODE,CONSTITUENCY,CCODE2014,CNAME2014,DCODE2014,DNAME2014,DNAME2016,Households_2014,Population_2014,Male_2014,Female_2014,Area_GIS_km2,Population_Density_2014,Attending_School_6_to_12yr_2014,Not_attending_School_6_to_12yr_2014,Never_been_to_School_15plus_2014,Attended_Primary_15plus_2014,Attended_Secondary_and_above_15plus_2014,Literate_18plus_2014,Not_Literate_18plus_2014,HH_Subsistence_Farming_2014,HH_non_Subsistence_Farming_2014,HH_own_Radio_2014,HH_own_Bicycle_2014,HH_own_Motorcycle_2014,HH_own_Moquito_Net_2014,HH_own_two_sets_Clothing_2014,HH_Salt_available_2014,HH_at_least_two_Meals_a_Day_2014,HH_Wall_temporary_2014,HH_Wall_permanent_2014,HH_Roof_temporary_2014,HH_Roof_permanent_2014,HH_Floor_temporary_2014,HH_Floor_permanent_2014,HH_Unprotected_Drinking_Water_2014,HH_Protected_Drinking_Water_2014,HH_Improved_Toilet_2014,HH_Unimproved_Toilet_2014,HH_No_Toilet_2014,HH_Lighting_Electricity_2014,HH_Lighting_Electricity_2014_percent,HH_Lighting_Paraffin_Lantern_2014,HH_Lighting_Paraffin_Tadooba_2014,HH_Lighting_Other_2014,Shape_Length,Shape_Area
660,139,218111,BUSHIRIBO,Bushiribo,,,133,MANJIYA COUNTY,2181,MANJIYA,218,BUDUDA,BUDUDA,1911,11541,5848,5693,7.638702586,1510.858666,2520,230,600,2912,1738,3217,1164,1703,208,1268,277,44,1871,1789,1829,1682,1785,126,23,1888,1762,149,90,1821,328,1430,153,69,3.610675039,215,1525,102,12601.17774,7638780.227
661,141,218113,BUWALI,Buwali,,,133,MANJIYA COUNTY,2181,MANJIYA,218,BUDUDA,BUDUDA,1273,6367,3262,3105,5.658312444,1125.247159,1372,94,334,1921,1013,1957,834,1123,150,768,115,31,1237,1189,1182,1106,1169,104,52,1221,1154,119,317,956,463,704,106,28,2.199528672,200,980,65,11802.25514,5658366.87
662,142,218114,NABWEYA,Nabweya,,,133,MANJIYA COUNTY,2181,MANJIYA,218,BUDUDA,BUDUDA,2001,10248,5177,5071,5.775317158,1774.448003,2202,100,526,2975,1889,3279,1277,1707,294,1283,251,68,1931,1692,1828,1654,1837,164,57,1944,1832,169,172,1829,475,1426,100,64,3.1984008,268,1559,110,11323.12399,5775373.059
663,143,218115,NAKATSI,Nakatsi,,,133,MANJIYA COUNTY,2181,MANJIYA,218,BUDUDA,BUDUDA,1951,10877,5419,5458,7.465365314,1456.995009,2415,120,563,2862,1986,3300,1266,1714,237,1266,218,101,1897,1732,1791,1672,1810,141,79,1872,1802,149,377,1574,1098,823,30,42,2.152742184,104,1566,239,13571.83546,7465437.876
664,144,218116,NALWANZA,Nalwanza,,,133,MANJIYA COUNTY,2181,MANJIYA,218,BUDUDA,BUDUDA,1625,8891,4529,4362,7.533987226,1180.118805,1942,152,1236,509,2609,4208,2131,1478,147,852,119,21,1559,1265,1463,1293,1541,84,75,1550,1546,79,630,995,329,1229,67,39,2.4,180,1265,141,11756.60364,7534059.396
665,130,218103,BUDUDA,Bududa,,,133,MANJIYA COUNTY,2181,MANJIYA,218,BUDUDA,BUDUDA,2218,10796,5428,5368,11.32184847,953.5545388,1330,58,354,1486,1778,2337,695,1921,297,1208,274,62,2144,1922,1998,1799,2047,171,104,2114,2016,202,565,1653,680,1320,218,88,3.967538323,324,1694,112,18536.87709,11321977.88
666,131,218102,BUDUDA TOWN COUNCIL,Bududa Town Council,Town Council,,133,MANJIYA COUNTY,2181,MANJIYA,218,BUDUDA,BUDUDA,1235,6799,3429,3370,5.311551425,1280.040323,2220,189,734,3181,1608,2971,1745,867,368,797,160,42,1199,1180,1209,1112,831,404,6,1229,856,379,130,1105,364,819,52,312,25.26315789,144,743,36,12849.24605,5311633.29
667,129,218101,BUBIITA,Bubiita,,,133,MANJIYA COUNTY,2181,MANJIYA,218,BUDUDA,BUDUDA,1570,6983,3465,3518,70.4346185,99.14158901,1375,122,376,2177,1065,2049,1067,1436,134,874,99,29,1544,1370,1498,1394,1430,140,111,1459,1463,107,366,1204,264,1248,58,26,1.656050955,181,985,378,48880.60822,70435292.48
668,149,201105,BULUGUYI,Buluguyi,,,32,BUKOOLI COUNTY NORTH,2011,BUKOOLI (NORTH),201,BUGIRI,BUGIRI,6100,31411,15379,16032,141.6941832,221.6816477,6878,730,2543,8759,3025,6608,5656,5377,723,3072,2791,230,5203,4896,5695,5804,4933,1167,3892,2208,5125,975,1734,4366,1250,3255,1595,219,3.590163934,227,5325,329,74351.76625,141695432.9
669,153,201109,MUTERERE,Muterere,,,31,BUKOOLI COUNTY CENTRAL,2011,BUKOOLI (NORTH),201,BUGIRI,BUGIRI,5234,27907,13515,14392,65.25862129,427.6369842,5920,794,2896,6776,3145,6097,4743,4572,662,2867,2590,269,4140,3926,4728,4899,2805,2429,2060,3174,3761,1473,1212,4022,1096,3646,492,220,4.203286206,249,4305,460,39453.71693,65259327.56
670,154,201110,NABUKALU,Nabukalu,,,32,BUKOOLI COUNTY NORTH,2011,BUKOOLI (NORTH),201,BUGIRI,BUGIRI,6772,36628,18069,18559,130.5013591,280.6714063,7516,1238,3932,9582,3276,7678,6640,6232,540,3395,2879,325,5332,5333,6341,6438,4361,2411,3761,3011,5686,1086,933,5839,1212,4844,716,222,3.278204371,320,5480,750,67714.49509,130502546.1
671,155,201111,NANKOMA,Nankoma,,,31,BUKOOLI COUNTY CENTRAL,2011,BUKOOLI (NORTH),201,BUGIRI,BUGIRI,7691,41159,19837,21322,91.80002476,448.3549989,9031,904,3243,10777,4925,10007,6034,6699,992,4492,3584,565,6795,6898,7358,7284,3071,4620,1944,5747,5840,1851,1905,5786,1413,6007,271,669,8.698478741,544,5646,832,50772.4088,91801221.25
672,148,201104,BULIDHA,Bulidha,,,31,BUKOOLI COUNTY CENTRAL,2011,BUKOOLI (NORTH),201,BUGIRI,BUGIRI,4660,24272,11816,12456,72.55748425,334.5209698,5380,635,2476,6408,2098,5333,4055,3883,777,2601,2250,216,3791,3713,4401,4368,2810,1850,1534,3126,3857,803,1389,3271,714,3596,350,254,5.450643777,111,3908,387,59485.77481,72558116.3
673,147,201103,BULESA,Bulesa,,,31,BUKOOLI COUNTY CENTRAL,2011,BUKOOLI (NORTH),201,BUGIRI,BUGIRI,7791,39727,19330,20397,108.5927052,365.8348868,8320,918,2898,10692,5204,9974,6150,6572,1219,4473,3765,378,6224,6297,7153,7265,4621,3170,3393,4398,5202,2589,769,7022,1891,5185,715,526,6.751379797,566,6218,481,49608.50292,108593655.8
674,152,201108,KAPYANGA,Kapyanga,,,32,BUKOOLI COUNTY NORTH,2011,BUKOOLI (NORTH),201,BUGIRI,BUGIRI,11350,58531,28464,30067,147.6985317,396.2869457,12689,1118,5328,14338,8125,13856,9673,9694,1656,6372,5344,701,9442,9485,10572,10554,5999,5351,4276,7074,7205,4145,3420,7930,2551,7357,1442,754,6.643171806,979,8822,795,89235.05927,147699843.5
675,150,201106,BUWUNGA,Buwunga,,,31,BUKOOLI COUNTY CENTRAL,2011,BUKOOLI (NORTH),201,BUGIRI,BUGIRI,8864,46762,22664,24098,120.5335719,387.9583029,10028,716,3661,12263,5778,11346,7069,7659,1205,4809,3780,623,7442,7567,8339,8305,3324,5540,2344,6520,6417,2447,2895,5969,1682,6540,642,461,5.200812274,516,7360,527,54203.93842,120534680.7
676,146,201102,BUGIRI TOWN COUNCIL,Bugiri Town Council,Town Council,,32,BUKOOLI COUNTY NORTH,2011,BUKOOLI (NORTH),201,BUGIRI,BUGIRI,7107,28747,13420,15327,8.720159374,3296.61406,5358,177,1124,4918,9251,10809,2324,1554,5553,4275,1886,538,6193,6813,6868,6569,335,6772,162,6945,791,6316,958,6149,1976,4985,146,2522,35.48614042,1771,2022,792,13221.00428,8720236.924
677,151,201107,IWEMBA,Iwemba,,,32,BUKOOLI COUNTY NORTH,2011,BUKOOLI (NORTH),201,BUGIRI,BUGIRI,3711,19297,9543,9754,77.04651641,250.459085,3859,786,1882,5074,1744,3989,3388,3424,287,1794,1686,147,2873,3017,3436,3570,2078,1633,1592,2119,3069,642,1007,2704,580,2401,730,171,4.607922393,239,3105,196,36157.01715,77047208.01
678,158,420103,BURERE,Burere,,,16,BUHWEJU COUNTY,4201,BUHWEJU,420,BUHWEJU,BUHWEJU,3826,19221,9473,9748,162.3189244,118.4150281,3934,460,1819,5572,2049,5693,2523,3295,531,2427,506,178,3674,2427,506,178,3157,669,393,3433,3368,458,2416,1410,385,3355,86,337,8.808154731,514,2539,436,94906.48369,162321028.3
679,159,420104,ENGAJU,Engaju,,,16,BUHWEJU COUNTY,4201,BUHWEJU,420,BUHWEJU,BUHWEJU,3894,18981,9269,9712,200.364774,94.73222074,3545,836,1810,5778,1293,5029,2824,3635,259,2068,364,123,3803,2068,364,123,3343,551,654,3240,3666,228,2365,1529,301,3534,59,243,6.2403698,191,2963,497,89075.76775,200365894
680,160,420105,KARUNGU,Karungu,,,16,BUHWEJU COUNTY,4201,BUHWEJU,420,BUHWEJU,BUHWEJU,3158,15438,7366,8072,49.64854298,310.9456808,3103,372,1329,4945,1754,5032,1887,2886,272,2319,663,168,3040,2319,663,168,2276,882,256,2902,2744,414,1114,2044,104,2953,101,215,6.808106396,299,2464,180,36675.37565,49652203.44
681,162,420107,NYAKISHANA,Nyakishana,,,16,BUHWEJU COUNTY,4201,BUHWEJU,420,BUHWEJU,BUHWEJU,3702,17990,9024,8966,82.8925728,217.0278879,3653,443,1600,5594,1652,5586,2106,3292,410,2488,419,182,3585,2488,419,182,3010,692,437,3265,3276,426,1888,1814,1124,2482,96,289,7.806591032,354,2532,527,51111.12625,82890172.94
682,161,420106,NSIIKA TOWN COUNCIL,Nsiika Town Council,Town Council,,16,BUHWEJU COUNTY,4201,BUHWEJU,420,BUHWEJU,BUHWEJU,705,2956,1450,1506,15.71949668,188.0467333,555,38,159,953,480,1138,228,536,169,517,205,60,678,517,205,60,419,286,80,625,519,186,406,299,50,632,23,72,10.21276596,68,406,159,18892.66707,15719583.67
683,157,420102,BITSYA,Bitsya,,,16,BUHWEJU COUNTY,4201,BUHWEJU,420,BUHWEJU,BUHWEJU,3173,15880,7664,8216,64.61312,245.7705184,3234,375,1193,5267,1630,5033,1908,2916,257,2257,548,150,2976,2257,548,150,2345,828,426,2747,2728,445,1663,1510,162,2896,115,270,8.509297195,230,2478,195,42850.10243,60189867.33
684,156,420101,BIHANGA,Bihanga,,,16,BUHWEJU COUNTY,4201,BUHWEJU,420,BUHWEJU,BUHWEJU,2722,13289,6543,6746,96.49791232,137.7128238,2671,383,1127,4255,1333,3991,1866,2463,259,1720,390,140,2657,1720,390,140,1794,928,310,2412,2205,517,1295,1427,81,2546,95,196,7.200587803,198,1946,382,47741.23958,96498958.82
685,163,420108,RWENGWE,Rwengwe,,,16,BUHWEJU COUNTY,4201,BUHWEJU,420,BUHWEJU,BUHWEJU,3636,16965,8270,8695,78.03293439,217.4082025,3188,461,1577,4965,2353,5498,2283,3201,435,2593,964,207,3530,2593,964,207,2639,997,309,3327,3078,558,1415,2221,758,2776,102,345,9.488448845,380,2587,324,61216.82134,78030376.73
686,165,117102,BUIKWE TOWN COUNCIL,Buikwe Town Council,Town Council,,174,BUIKWE COUNTY SOUTH,1171,BUIKWE,117,BUIKWE,BUIKWE,3757,16544,7858,8686,29.17785867,567.0052825,3519,99,757,3247,4308,5904,1169,1819,1938,2589,880,381,3522,3572,3517,3314,373,3384,137,3620,1294,2463,342,3415,1211,2501,45,1224,32.57918552,548,1750,235,27137.13148,29178107.3
687,166,117103,KAWOLO,Lugazi Kawolo Division,Municipality,Lugazi,173,BUIKWE COUNTY WEST,1171,BUIKWE,117,BUIKWE,BUIKWE,9987,40970,20507,20463,126.526392,323.8059613,8082,471,2773,9748,8428,14144,4068,4936,5051,6697,2310,935,8663,9244,9488,8910,2843,7144,311,9676,4139,5848,1842,8145,2591,7219,177,2515,25.18273756,1089,5724,659,72120.10618,126527474.1
688,167,117104,LUGAZI TOWN COUNCIL,Lugazi Central Division,Municipality,Lugazi,173,BUIKWE COUNTY WEST,1171,BUIKWE,117,BUIKWE,BUIKWE,10029,40233,19437,20796,18.33904227,2193.844118,6084,366,1217,6345,13687,16648,1927,573,9456,6111,1386,740,8559,9743,9722,8795,962,9067,13,10016,830,9199,1201,8828,2349,7669,11,6623,66.03848838,1101,1638,667,22340.04232,18339200.14
689,169,117106,NAJJEMBE,Lugazi Najjembe Division,Municipality,Lugazi,173,BUIKWE COUNTY WEST,1171,BUIKWE,117,BUIKWE,BUIKWE,8007,33321,16748,16573,188.140053,177.1074233,6572,317,1947,7981,7118,11726,3101,3869,4138,5365,2173,645,7025,7330,7571,6861,2304,5703,262,7745,3753,4254,825,7182,2084,5684,239,1173,14.64968153,1106,4845,883,80685.06244,188141686
690,171,117108,NJERU TOWN COUNCIL,Njeru Town Council,Town Council,,172,BUIKWE COUNTY NORTH,1171,BUIKWE,117,BUIKWE,BUIKWE,16031,68794,32557,36237,47.19402691,1457.684468,12100,479,2376,11277,23993,28791,3978,2505,13526,10329,2381,1072,13541,15162,15240,13816,1753,14278,254,15777,2417,13614,932,15099,5160,10708,163,8090,50.4647246,2481,3740,1720,32023.21067,47194435.98
691,172,117109,NKOKONJERU TOWN COUNCIL,Nkokonjeru Town Council,Town Council,,174,BUIKWE COUNTY SOUTH,1171,BUIKWE,117,BUIKWE,BUIKWE,2193,9011,4201,4810,14.76450896,610.3149129,1591,162,247,1747,2471,3386,466,744,1449,1468,516,355,1915,2125,2054,1818,182,2011,15,2178,513,1680,393,1800,625,1527,41,796,36.29730962,328,796,273,17196.69055,14764632.51
692,175,117112,WAKISI,Wakisi,,,172,BUIKWE COUNTY NORTH,1171,BUIKWE,117,BUIKWE,BUIKWE,9256,41130,20321,20809,176.4314177,233.1217452,8288,543,2967,10288,7950,13123,5130,5571,3685,5972,2473,657,8313,8804,8827,8004,3416,5840,452,8804,4857,4399,776,8480,2320,6726,210,1423,15.37381158,1195,5898,740,79041.52332,176433084.6
693,176,219101,BUKEDEA,Bukedea,,,96,BUKEDEA COUNTY,2191,BUKEDEA,219,BUKEDEA,BUKEDEA,5090,30439,14748,15691,127.7926585,238.1905217,6519,693,1839,8862,3824,7736,4783,4688,402,2665,3051,321,4971,4101,4846,4760,3475,1615,3330,1760,4171,919,272,4818,941,3062,1087,194,3.811394892,260,3369,1267,66749.20009,127793958.1
694,177,219102,BUKEDEA TOWN COUNCIL,Bukedea Town Council,Town Council,,96,BUKEDEA COUNTY,2191,BUKEDEA,219,BUKEDEA,BUKEDEA,2129,10927,5337,5590,35.26221307,309.878452,2013,152,551,2468,2643,3542,1352,1142,987,1132,895,156,2045,1947,1983,1970,784,1345,830,1299,981,1148,92,2037,429,1424,276,440,20.6669798,329,858,502,31264.51517,35262574.36
695,178,219103,KACHUMBALA,Kachumbala,,,96,BUKEDEA COUNTY,2191,BUKEDEA,219,BUKEDEA,BUKEDEA,10288,55422,26677,28745,155.3221758,356.8196216,11556,1386,3451,15892,7584,14208,8915,8768,1520,5241,4838,644,9907,8717,9153,9677,5574,4714,4120,6168,8448,1840,1604,8684,1590,7342,1356,644,6.259720062,1028,7479,1137,62630.69367,155323728.4
696,179,219104,KIDONGOLE,Kidongole,,,96,BUKEDEA COUNTY,2191,BUKEDEA,219,BUKEDEA,BUKEDEA,4837,28203,13697,14506,94.04589128,299.8855093,6086,626,2128,7793,3260,7009,4260,4351,486,2594,2695,330,4748,4225,4554,4568,2776,2061,2728,2109,4175,662,280,4557,765,3434,638,328,6.781062642,560,2376,1573,44292.05804,94046836.94
697,180,219105,KOLIR,Kolir,,,96,BUKEDEA COUNTY,2191,BUKEDEA,219,BUKEDEA,BUKEDEA,5957,32733,16079,16654,260.353339,125.7252937,6910,851,1924,9669,3911,7976,5393,5383,574,2755,3142,352,5668,4509,5254,5422,4880,1077,4163,1794,5409,548,973,4984,572,4075,1310,233,3.911364781,296,4494,934,94989.05836,260355998.1
698,181,219106,MALERA,Malera,,,96,BUKEDEA COUNTY,2191,BUKEDEA,219,BUKEDEA,BUKEDEA,7951,45876,22146,23730,376.3640664,121.8926143,9758,942,3426,13159,5017,11279,7344,7240,711,4228,5244,487,7682,6799,7303,7099,6811,1140,6635,1316,7055,896,576,7375,797,5055,2099,259,3.257451893,706,4322,2664,85846.46356,376367992.4
699,182,118101,BIGASA,Bigasa,,,111,BUKOMANSIMBI COUNTY,1181,BUKOMANSIMBI,118,BUKOMANSIMBI,BUKOMANSIMBI,9331,42008,20969,21039,187.8251192,223.6548561,9308,602,2721,12985,4426,12773,4414,8209,1122,6998,4450,1789,8638,8107,8893,7526,2368,6963,379,8952,6695,2636,7040,2291,1443,7688,200,1215,13.02111242,769,6650,697,66172.50172,187827286.9
700,183,118102,BUKOMASIMBI TOWN COUNCIL,Bukomansimbi  Town Council,Town Council,,111,BUKOMANSIMBI COUNTY,1181,BUKOMANSIMBI,118,BUKOMANSIMBI,BUKOMANSIMBI,2454,9698,4702,4996,24.09032658,402.5682246,1957,104,484,2656,1829,3681,627,1481,973,1756,892,444,2109,2321,2312,2035,228,2226,40,2414,961,1493,702,1752,621,1793,40,635,25.87612062,381,1174,264,24793.03905,24090510.42
701,184,118103,BUTENGA,Butenga,,,111,BUKOMANSIMBI COUNTY,1181,BUKOMANSIMBI,118,BUKOMANSIMBI,BUKOMANSIMBI,8889,38455,19015,19440,146.6787007,262.1716705,8478,628,2209,11255,5356,12774,3444,6998,1891,6640,3574,1351,8007,8204,8549,7318,1568,7321,208,8681,4612,4277,3644,5245,2463,6305,121,1326,14.91731353,999,6036,528,80828.90366,146679826.9
702,185,118104,KIBINGE,Kibinge,,,111,BUKOMANSIMBI COUNTY,1181,BUKOMANSIMBI,118,BUKOMANSIMBI,BUKOMANSIMBI,7444,32797,16072,16725,102.443841,320.1461374,7176,283,1580,8996,5906,11530,2627,5767,1677,5648,2870,1202,6874,7033,7183,6170,1027,6417,94,7350,3414,4030,2791,4653,2299,5034,111,1217,16.34873724,1261,4642,324,52851.20211,102444315.1
703,186,118105,KITANDA,Kitanda,,,111,BUKOMANSIMBI COUNTY,1181,BUKOMANSIMBI,118,BUKOMANSIMBI,BUKOMANSIMBI,6272,28455,14351,14104,138.6615102,205.2119579,6572,307,1669,8508,3506,9122,2601,5381,891,4617,3187,1196,5813,5352,5898,5250,1413,4859,219,6053,4491,1781,4716,1556,1632,4424,216,831,13.24936224,625,4204,612,62855.38648,138662617
704,187,220101,BUKWO,Bukwo,,,74,KONGASIS COUNTY,2201,KONGASIS,220,BUKWO,BUKWO,1479,8450,4270,4180,30.30719593,278.811673,1724,77,299,1687,2078,2769,661,1190,289,751,115,102,1419,1354,1371,1423,1408,71,492,987,1320,159,362,1117,511,827,141,89,6.017579446,357,919,114,40407.89615,30307500.41
705,188,220102,BUKWO TOWN COUNCIL,Bukwo Town Council,Town Council,,74,KONGASIS COUNTY,2201,KONGASIS,220,BUKWO,BUKWO,1418,7589,3803,3786,9.20264033,824.6546347,1599,64,265,1514,2009,2466,784,907,511,723,58,100,1349,1365,1360,1367,1273,145,278,1140,1173,245,1119,299,181,1146,91,139,9.802538787,385,775,119,12778.91891,9202733.078
706,189,220103,CHEPKWASTA,Chepkwasta,,,74,KONGASIS COUNTY,2201,KONGASIS,220,BUKWO,BUKWO,1511,8408,4273,4135,101.8466441,82.55549381,1896,100,363,2408,1028,2100,1168,1377,134,457,40,41,1468,1290,1434,1449,1466,45,1004,507,1498,13,309,1202,290,1099,122,47,3.110522833,155,1161,148,51163.18315,101847657.5
707,193,220107,KAPTERERWO,Kaptererwo,,,74,KONGASIS COUNTY,2201,KONGASIS,220,BUKWO,BUKWO,1712,8736,4420,4316,37.23237636,234.6344997,1933,56,219,2601,1370,2702,893,1434,278,814,314,96,1588,1458,1557,1596,1690,22,711,1001,1655,57,473,1239,169,1202,341,83,4.848130841,196,1157,276,29392.48917,37232749.32
708,194,220108,KORTEK,Kortek,,,74,KONGASIS COUNTY,2201,KONGASIS,220,BUKWO,BUKWO,992,5799,2876,2923,10.8396369,534.9810197,1281,102,350,1593,657,1345,861,922,70,317,37,19,965,873,947,933,978,14,601,391,948,44,669,323,92,844,56,37,3.72983871,153,438,364,18691.15682,10839746.02
709,195,220109,RIWO,Riwo,,,74,KONGASIS COUNTY,2201,KONGASIS,220,BUKWO,BUKWO,1500,7635,3987,3648,66.37297101,115.031765,1602,160,424,2370,837,1895,1316,1289,211,422,115,48,1374,1237,1341,1419,1482,18,1102,398,1472,28,682,818,158,953,389,37,2.466666667,47,1225,191,43772.41526,66373645.43
710,196,220110,SENENDET,Senendet,,,74,KONGASIS COUNTY,2201,KONGASIS,220,BUKWO,BUKWO,1507,8811,4381,4430,14.6161532,602.8261938,1948,90,232,2091,1923,2905,711,1258,249,709,109,97,1452,1343,1366,1414,1463,44,559,948,1370,137,532,975,223,1174,110,101,6.702057067,436,772,198,21151.22845,14616299.6
711,198,220112,TULEL,Tulel,,,74,KONGASIS COUNTY,2201,KONGASIS,220,BUKWO,BUKWO,968,5198,2583,2615,27.51520273,188.9137453,1094,53,280,1362,934,1529,686,910,58,332,62,36,927,884,906,942,955,13,560,408,932,36,335,633,42,749,177,28,2.892561983,58,727,155,37223.43949,27504534.33
712,192,220106,KAMET,Kamet,,,74,KONGASIS COUNTY,2201,KONGASIS,220,BUKWO,BUKWO,958,5117,2591,2526,33.07260522,154.7201971,1062,74,194,1566,666,1336,751,838,120,270,36,15,918,854,927,915,944,14,666,292,936,22,334,624,98,638,222,23,2.400835073,18,835,82,34954.39745,33055582.31
713,191,220105,KABEI,Kabei,,,74,KONGASIS COUNTY,2201,KONGASIS,220,BUKWO,BUKWO,1122,6322,3142,3180,16.31212683,387.5644216,1325,110,357,1659,1010,1734,864,1008,114,358,48,28,1100,982,1077,1089,1102,20,622,500,1047,75,306,816,157,864,101,53,4.723707665,75,948,46,20442.29624,16312291.96
714,197,220111,SUAM,Suam,,,74,KONGASIS COUNTY,2201,KONGASIS,220,BUKWO,BUKWO,2297,10736,5430,5306,75.20340505,142.7594933,2199,193,380,2929,2052,3434,1280,1564,733,1255,166,141,2014,2078,2105,2083,2113,184,445,1852,2100,197,1654,643,305,1891,101,154,6.70439704,629,1346,168,69524.72664,75204160.49
715,218,416101,BIISO,Biiso,,,123,BULIISA COUNTY,4161,BULIISA,416,BULIISA,BULIISA,3269,16378,8066,8312,290.6910534,56.34160325,3235,426,1741,4444,1825,3855,3026,2766,503,1867,1046,205,3090,2564,3018,3006,2295,974,1993,1276,2634,635,494,2775,555,2473,241,284,8.687672071,499,2156,330,90726.73429,290694241.1
716,219,416102,BULIISA,Buliisa,,,123,BULIISA COUNTY,4161,BULIISA,416,BULIISA,BULIISA,3217,17138,8461,8677,646.2797672,26.51792748,2875,929,2598,4410,1104,3076,4050,2757,460,1703,1720,211,3100,2400,2625,2928,3101,116,2399,818,3131,86,1478,1739,545,1470,1202,114,3.543674231,342,2493,268,140928.8732,646287094.3
717,220,416103,BULIISA TOWN COUNCIL,Buliisa Town Council,Town Council,,123,BULIISA COUNTY,4161,BULIISA,416,BULIISA,BULIISA,1488,7238,3703,3535,136.4255433,53.05458071,1304,196,684,1860,1073,1963,1228,921,567,1013,858,148,1418,1357,1405,1405,1361,127,846,642,1231,257,105,1383,972,262,254,156,10.48387097,290,827,215,53643.60878,136427111.2
718,221,416104,BUTIABA,Butiaba,,,123,BULIISA COUNTY,4161,BULIISA,416,BULIISA,BULIISA,5630,28911,16366,12545,611.9341604,47.24527878,3532,870,3511,7670,2448,6998,5119,1459,4171,2817,995,335,5183,4920,4999,5039,5205,425,3079,2551,4792,838,2841,2789,1069,3727,834,416,7.388987567,915,2162,2137,124116.1728,611940948.7
719,222,416105,KIGWERA,Kigwera,,,123,BULIISA COUNTY,4161,BULIISA,416,BULIISA,BULIISA,2636,13628,6871,6757,154.9826592,87.93241821,2340,428,1403,3896,1550,3461,2502,1588,1048,1471,1198,182,2510,2218,2313,2462,2402,234,1201,1435,2232,404,372,2264,386,1828,422,176,6.676783005,375,1695,390,55173.88895,154984463.5
720,223,416106,KIHUNGYA,Kihungya,,,123,BULIISA COUNTY,4161,BULIISA,416,BULIISA,BULIISA,2189,12396,5915,6481,64.76076724,191.4121856,2544,394,1417,3123,1297,2849,2102,2006,183,1200,778,160,2095,1707,1933,2071,1727,462,1551,638,1971,218,262,1927,355,1599,235,156,7.1265418,165,1701,167,47052.45789,64760133.45
721,224,416107,NGWEDO,Ngwedo,,,123,BULIISA COUNTY,4161,BULIISA,416,BULIISA,BULIISA,3223,17472,8419,9053,133.3531519,131.0205252,3045,686,2216,4763,1246,3635,3435,2946,277,1897,1722,379,3147,2815,2843,3051,3035,188,2261,962,2826,397,976,2247,901,1554,768,339,10.51815079,175,2474,235,66933.79348,133354414.4
722,1,314101,ABIM,Abim,,,95,LABWOR COUNTY,3141,LABWOR,314,ABIM,ABIM,1991,12634,6156,6478,187.0118273,67.55722451,2203,845,1739,2124,2057,2913,2072,1768,223,661,657,92,1944,1164,1500,798,1745,246,1758,233,1792,199,39,1952,288,842,861,68,3.415369161,211,201,1511,72460.73622,187014202
723,2,314102,ABIM TOWN COUNCIL,Abim Town Council,Town Council,,95,LABWOR COUNTY,3141,LABWOR,314,ABIM,ABIM,3017,17168,8429,8739,114.9681611,149.3282996,3253,682,1421,3083,4093,5312,1961,2093,924,1193,1045,209,2881,2329,2459,1545,1930,1087,2193,824,2096,921,42,2975,840,1472,705,448,14.84918794,448,637,1484,56515.81409,114969599.6
724,3,314103,ALEREK,Alerek,,,95,LABWOR COUNTY,3141,LABWOR,314,ABIM,ABIM,2826,17398,8390,9008,1244.944435,13.9749209,3110,1407,2603,3204,2240,3758,3079,2457,369,733,851,99,2745,1697,2225,1113,2485,341,2405,421,2616,210,26,2800,383,1506,937,104,3.680113234,273,580,1869,188657.1754,1245061071
725,4,314104,LOTUKEI,Lotukei,,,95,LABWOR COUNTY,3141,LABWOR,314,ABIM,ABIM,3472,22974,11176,11798,190.0776741,120.866378,4231,1331,2487,4348,4259,6131,3213,3034,438,1243,1378,209,3396,2690,2885,1868,3011,461,2895,577,3171,301,99,3373,795,1912,765,147,4.233870968,660,696,1969,69557.83195,190080037.3
726,5,314105,MORULEM,Morulem,,,95,LABWOR COUNTY,3141,LABWOR,314,ABIM,ABIM,4092,22879,11062,11817,248.2872208,92.147312,3484,1931,2979,4635,3009,5129,3890,3784,308,1053,1565,201,3967,2810,3371,1615,3719,373,3507,585,3811,281,53,4039,344,2122,1626,96,2.346041056,360,594,3042,75373.63884,248290291.6
727,9,301103,ARINYAPI,Arinyapi,,,151,EAST MOYO COUNTY,3011,EAST MOYO,301,ADJUMANI,ADJUMANI,2225,11668,5754,5914,175.2295727,66.58693403,2060,503,706,3497,1681,3209,1780,1915,310,805,1018,196,2146,1928,2053,1863,1518,707,1605,620,1939,286,110,2115,238,1576,411,85,3.820224719,141,791,1208,59639.61248,175231901.7
728,14,301108,OKUSIJONI,Okusijoni,,,151,EAST MOYO COUNTY,3011,EAST MOYO,301,ADJUMANI,ADJUMANI,1998,11317,5563,5754,741.2071607,15.26833603,1803,766,1409,3017,847,1955,2483,1770,228,627,784,82,1921,1513,1704,1462,1723,275,1631,367,1921,77,368,1630,317,1436,245,22,1.101101101,160,394,1422,186587.1128,741217278.2
